Argus v2 evolution — run v2, budget 5 min, seed 42

Data: 3951 bars, 71 curated events
Train: 2010-08-18 → 2022-12-31 (2602 bars, 7.1yr)
Test:  2023-01-01 → 2026-09-10 (1349 bars, 3.7yr)
Indicators + event-state precomputed

Buy-hold train: $1000 → $236320000
Buy-hold test:  $1000 → $4702

Gen 1021 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1026 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1031 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1036 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1041 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1046 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1051 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1056 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1061 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1066 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1071 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1076 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1081 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1086 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1091 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1096 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1101 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1106 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1111 | fit  10.171 | CAGR  287.3% | DD  28.2% | Calmar  10.17 | trades  396 | ✓
Gen 1116 | fit  10.173 | CAGR  294.3% | DD  28.9% | Calmar  10.17 | trades  388 | ✓
Gen 1121 | fit  10.321 | CAGR  298.1% | DD  28.9% | Calmar  10.32 | trades  380 | ✓
Gen 1126 | fit  10.406 | CAGR  300.5% | DD  28.9% | Calmar  10.41 | trades  380 | ✓
Gen 1131 | fit  10.412 | CAGR  300.7% | DD  28.9% | Calmar  10.41 | trades  380 | ✓
Gen 1136 | fit  10.420 | CAGR  299.8% | DD  28.8% | Calmar  10.42 | trades  380 | ✓
Gen 1141 | fit  10.427 | CAGR  300.0% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1146 | fit  10.428 | CAGR  300.0% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1151 | fit  10.428 | CAGR  300.0% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1156 | fit  10.428 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1161 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1166 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1171 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1176 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1181 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1186 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1191 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1196 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1201 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1206 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1211 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
Gen 1216 | fit  10.429 | CAGR  300.1% | DD  28.8% | Calmar  10.43 | trades  380 | ✓
